source_mizo,reference_english,baseline_prediction
Aizawl district bawrhsap Dr Lalhriatzuali Ralte chuan kÃ¢ngmei chhuak thei laka him nan hriattirna a tichhuak a;,Aizawl district Deputy Commissioner Dr Lalhriatzuali Ralte issued a notification to prevent fire outbreaks;,Aizawl district deputy commissioner Dr Lalhriatzuali Ralte issued a notification to prevent fire outbreaks;
Dama-an Mary-i hnenah bansan turin a hrilh.,Dama told Mary that she should quit doing that.,Dama told Mary to stop.
"""CEO H Lalhmingthanga chuan lo dawngsawngin, LMC hmalakna a lo hrilh fiah.""",CEO H Lalhmingthanga welcomed them and explained the LMC initiatives.,CEO H Lalhmingthanga welcomed them and explained the LMC's initiatives.
Ruata hi ka hneh thei ngai lo.,I've never been able to beat Ruata.,I've never been able to defeat Ruata.
Fela a muthlu dawn emaw ka ti.,I thought Fela would be sleepy.,I thought Fela was going to be sleepy.
Kum 25 mi hian kum 2022 khan Middlesbrough aá¹­angin Tottenham hi a zawm a;,The 25-year-old joined Tottenham from Middlesbrough in 2022;,The 25-year-old joined Tottenham from Middlesbrough in 2022;
A ti hnuhnung ber tu Chhana a ni in ka hrelo.,I didn't think Chhana was the last one to do that.,I don't think Chhana was the last one to do that.
"""Chutih laiin Aizawlah tui a harsa lawi a, mipuiin tui harsatna an tuar mek.""","""Meanwhile, water is scarce in Aizawl, and the people are suffering from water shortage.""","""Meanwhile, water is scarce in Aizawl, and the public is currently suffering from water scarcity."""
Ruben Amorim hnuaiah Manchester United-in bul an á¹­an.,Manchester United have started under Ruben Amorim.,Manchester United started under Ruben Amorim.
A tawp ah Toma'n lui kan a tum.,Tom finally decided to try jumping over the stream.,Tom finally tried to catch up with us.
"""Chu bakah, Naples khawpui chu mak kan ti em?""",Besides do we marvel at Naples.,"""Besides that, do we marvel at Naples?"""
Peka hnenah French ka hmang.,I spoke French to Peka.,I speak French to Peka.
"""January 26, 1950 hma lama Mizorama awm tawhte thlahte bik chu mi 7,687 an ni.""","""Specifically, there are 7,687 descendants of those who were in Mizoram before January 26, 1950.""","""The descendants of those who were born in Mizoram before January 26, 1950 are 7,687."""
"""Traffic SP chuan, sawrkar thutlukna chutha taka zawm turin taxi neitu leh khalhtute a ngen a;""",The Traffic SP requested taxi owners and drivers to strictly follow the government's decision;,The Traffic SP requested taxi owners and drivers to strictly follow the government's decision;
Biaka chuan beng na a nei fo.,Biaka often gets ear infections.,Biaka has a lot of hearing.
Piana chuan a nupui leh a fate a ngai em em a.,Piana missed his wife and children.,Piana misses both his wife and children.
Murmu chuan khawvelin kum 2024 inthlan chu an sawi nasa a ti a.,Murmu said that the world talked a lot about the 2024 election.,Murmu said that the world talked a lot about the 2024 election.
Mizoram chu hmarchhaka RMSA kalpui tha ber pawl kan ni.,Mizoram is among the best implementers of RMSA in the Northeast.,We are one of the best performing RMSAs in the Northeast in Mizoram.
"""Pu KC. Robin ThahmÃ´, SFL chuan lawmthu sawiin programme hi tihtawp a ni.""","""Pu KC. Robin Thahmo, SFL proposed the vote of thanks, and the programme was concluded.""","""Pu KC. Robin ThahmÃ ́, SFL expressed gratitude and concluded the programme."""
A unaupa leh a unaunu inkar ah Thanga a thu.,Thanga is sitting between his brother and his sister.,Thanga is sitting between his brother and his sister.
Hriata chuan Manuni chu makeup tam tak a lei sak a.,Hriata buys Manuni a lot of makeup.,Hriata bought Manuni a lot of makeup.
Dinga chu a lungawi lo hle tih a chiang.,Dinga was obviously very upset.,Dinga was obviously very upset.
Zira chu chu thil tihah chuan i pui thei angem?,Could you please help Zira do that?,Could you help Zira do that?
Hminga chuan min en kar.,Hminga looked straight at me.,Hminga stared at me.
Silai keng tumah a hmuh loh thu Toma'n a sawi.,Tom said that he didn't see anybody with a gun.,Tom said he didn't see anyone with a gun.
Vairengte SDPO leh 1st IR batallion Deputy Commandent ten an thut chilh bawk a ni.,Vairengte SDPO and 1st IR batallion Deputy Commandent also stayed there.,Vairengte SDPO and 1st IR battalion Deputy Commandants also sat down.
Puia thiam loh a ni lo tih ka hria.,I know it's not Puia's fault.,I know that Puia isn't guilty.
Thla liam ta aiin Mizoramah COVID-19 kai nunna chan zat a tlahniam.,The number of COVID-19 deaths in Mizoram has decreased compared to last month.,"""In Mizoram, the number of deaths due to COVID-19 has decreased compared to last month."""
Mizorama 'industry' awm chhun chu sawrkar hnathawh hi a ni.,The only 'industry' in Mizoram is government employment.,The only 'industry' in Mizoram is government work.
Thenawm te ui chuan zankhua in Kima a ti harh.,The neighbor's dog kept Kima awake most of the night.,The neighbor's dog woke Kima up all night.
Tichuan tuten emaw a mite a lo tih dan chu Davida an va hrilh a.,Then certain men went and gave David word of what had been done to them.,Then some of them went and told David how he had done what his people had done.
Hmasawnna ruai á¹­heh turin Mizoram mipui a sÃ¡wm a ni.,He invited the people of Mizoram to partake in the feast of development.,He invited the people of Mizoram to unite in development.
"""Zaninah mimal a khelá¹­ha tak tak kan awm a, Ibanez leh Matic te an pawimawh hle.""","""Tonight we had some really good individual performances, Ibanez and Matic were very important.""","""We have very good individual players tonight, and Ibanez and Matic are very important."""
Cindy chu Fadil-a thununna hnuai ah a awm.,Cindy was completely under Fadil's control.,Cindy was under Fadil's control.
Eng vangin nge Buanga a lo kal loh?,Why isn't Buanga coming?,Why didn't Buanga come?
Maria Callas chuan aw mawi tak a nei.,Maria Callas has a beautiful voice.,Maria Callas has a beautiful voice.
Nimina Lammual inkhelah hian R. Lalthanmawian goal awm chhun a khung.,"""In yesterday's match at Lammual, R. Lalthanmawia scored the only goal.""","""In yesterday's match at Lammual, R. Lalthanmawia scored the only goal."""
"""Kum kal laiah Sawkar laipui khuan CGST atangin Rs 1,73,030 crore zet a pe chhuak.""","""In the current year, the Central Government has released Rs 1,73,030 crore from CGST.""","""In the current year, the central government released Rs 1,73,030 crore from CGST."""
Rina leh Siami hi tunah hian an kalhkel mÃªk a ni em?,"""Rina and Siami are swimming now, aren't they?""",Are Rina and Siami playing now?
Mi pakhatin Zami chuan a pasal a kalsan thu min hrilh a.,Someone told me Zami left her husband.,One person told me that Zami left her husband.
Mizoram Synod leh BCM te chuan kan inkhawmpui lian vÃª vÃªah inpumkhatna kawng zawn á¹­ha kan tih thu kan rÃªl zui a.,Both the Mizoram Synod and BCM resolved in our respective major conferences that seeking a path to unity is good.,"""We, the Mizoram Synod and BCM, decided to find a good path to unity in our big conference."""
Ozcan pawh hi a dinhmun a chiang lo.,Ozcan's situation is also unclear.,Ozcan's position is also unclear.
"""I puih dawn thu min hrilh, Tluanga leh Puii te chuan.""",Tluanga and Puii told me you're going to help them.,Tluanga and Puii told me you'd help them.
Hminga chuan tunu pathum a nei.,Hminga has three granddaughters.,Hminga has three granddaughters.
Kunga-an stage-a inlan turin a inpeih leh peih loh a hre lo.,Kunga isn't sure he's ready to perform on stage.,Kunga doesn't know whether he's ready to appear in the stage or not.
IIT Madras erawh nikum aiin a che tha zawk.,"""IIT Madras, on the other hand, performed better than last year.""","""IIT Madras, however, performed better than last year."""
Scaloni enkawlna hnuaiah vawi li ngawt an champion der tawh.,"""Under Scaloni's management, they have already become champions four times.""","""Under Scaloni's management, they have already been champions four times."""
Biaka chuan hei hian buaina a kawk tih a hria.,Biaka knew this meant trouble.,Biaka knows this is a problem.
Zuala chu Thane-ah a kal.,Zuala went to Thane.,Zuala went to Thane.
Lawma hian a sawi dik tih ka pawm a ni.,I admit that Lawma is right.,I admit that Lawma was right.
Vai lian hmasa chuan tum pahnih Mary Winchester lak kir leh Lalburha hnena a silai lak chhuhsak leh an tum a ni.,The first high-ranking Indian official had two objectives: to retrieve Mary Winchester and to confiscate the gun from Lalburha.,"""In the first major match, they intend to retake Mary Winchester twice and retake her gun to Lalburha."""
"""He THLIPUI tlehtÃ®rtu ber, BJP emaw NEDA hmanga BJP thawhpuitu te pawh BJP aá¹­anga inthiarfihlÃ®m turin ka ngÃªn bawk a.""","""I also urge the main cause of this STORM, BJP, or those partnering with BJP through NEDA, to withdraw from BJP.""","""I also urge the BJP's main drivers, BJP or NEDA, to distance themselves from the BJP."""
Toma chu ukil ni tur a nia.,Tom should've been a lawyer.,Tom should've been a lawyer.
Kar khata vawi thum vel a chaw ei thinna restaurant-ah Liana a lut.,Liana entered the restaurant where he eats about three times a week.,Liana came into the restaurant where he used to eat about three times a week.
Chuti chuan zing hma tak takah te a thawh theih tak avang chuan Clement-a chuan pawl 10 chu á¹­ha tak maiin a pass theih phah ta a ni.,"""Thus, because he was able to wake up very early in the mornings, Clement was able to pass Class 10 with flying colors.""","""Because he could do that very early in the morning, Clement managed to pass through 10 groups in a very good way."""
Fela tlangnel taka awm tir ka duh.,I wanted to make Fela feel at home.,I want Fela to behave himself.
"""Silai pawh hmeh puah a ni, tiin ISAR thupuangtu, Stefan Heine chuan a sawi.""","""Guns were also fired, said ISAR spokesperson Stefan Heine.""",ISAR spokesperson Stefan Heine said that the gun was also fired.
Villa aiin Spurs hian khelh khatin an khel tlem zawk mÃªk bawk.,Spurs have also played one game less than Villa currently.,Spurs are also currently playing one game less than Villa.
Chuvangin BME leh Aadhaar hian mipui tam tak huam a la hmabak a.,"""Therefore, BME and Aadhaar still have to cover a large number of people.""","""Therefore, BME and Aadhaar are still facing difficulties within the scope of many people."""
Biaka chuan dikna a duh vangin a ti.,Biaka did it out of a sense of justice.,Biaka did that because he wanted the truth.
Tun thlengin Mizoram basketball club á¹­ha zingah a tel.,"""Even now, it is among the good basketball clubs in Mizoram.""","""To this day, he is among the top basketball clubs in Mizoram."""
Inter in champion tura beiseina tinung turin chak ngei an mamawh.,Inter needs a win to keep their title hopes alive.,Inter needs a win to revive their hopes of becoming champions.
"""Liani chuan kan tih tir a ti, tiraw?""","""Liani is doing what we asked, isn't she?""","""Liani did what we asked her to do, didn't she?"""
Benfica tan hmachhawn an chakawm lo ang tih a chiang.,It is clear that they will not be desirable to face for Benfica.,It is clear that facing Benfica will not be desirable.
"""Chhuantea a mawl em avangin, amah nena khaikhin chuan Rami pawh a fin hmel.""",Chhuantea is so stupid that even Rami seems smart when compared to him.,"""Because Chhuantea was so stupid, Rami seemed to be nicer than she was."""
"""Tan la zui zela, Mizoram tan faina kawngah a hma hruaitu ni.""",Continue to work hard and be a leader in cleanliness for Mizoram.,"""Continuing to grow, he is the leader in cleanliness for Mizoram."""
Hei hi Portuguese a ni lo.,This is not Portuguese.,This isn't Portuguese.
á¹¬iau Khawmawi khawchhungah inkahna a hmalamin a lo awm awm tawh á¹­hin.,There used to be shootings in á¹¬iau Khawmawi village in the past.,"""In á1¬iau Khawmawi village, shootings have occurred before."""
Zama chuan Mawii tan sai lem a ziak.,Zama sketched a picture of an elephant for Mawii.,Zama painted a wig for Mawii.
Chelsea neitupa Todd Boehly pawhin nipui lai khan lak a duh hle.,Chelsea owner Todd Boehly also really wanted to sign him in the summer.,Chelsea owner Todd Boehly also really wanted to sign him during the summer.
Lalsangzuala hi a thah hnuah Maxicab hmangin Aizawl a pan nghal niin a sawi.,"""He said that after killing Lalsangzuala, he immediately went to Aizawl using a Maxicab.""","""He said that after killing Lalsangzuala, he immediately went to Aizawl via maxicab."""
Dinga'n a hip vawi khat.,Dinga took a swig from his flask.,Dinga snuck once.
